County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,919,2145,1566,23,4653,114,192,440,7,753,5406
Adams,499,1120,828,10,2457,46,70,254,0,370,2827
Allamakee,2002,3978,2300,37,8317,277,397,745,12,1431,9748
Appanoose,1769,3299,2247,55,7370,379,349,758,11,1497,8867
Audubon,906,1864,929,19,3718,90,169,286,2,547,4265
Benton,3896,6046,5978,121,16041,447,439,1453,28,2367,18408
Black Hawk,28707,20735,23156,615,73213,5124,2416,6673,198,14411,87624
Boone,5033,6200,5598,135,16966,574,606,1640,40,2860,19826
Bremer,4097,5412,6210,92,15811,514,412,1245,20,2191,18002
Buchanan,3410,3654,4913,56,12033,344,273,1338,14,1969,14002
Buena Vista,2545,3946,3006,72,9569,744,528,1264,19,2555,12124
Butler,1750,4514,2634,54,8952,178,334,733,11,1256,10208
Calhoun,1167,2714,1967,42,5890,153,219,502,14,888,6778
Carroll,3185,4936,4660,84,12865,398,447,1090,21,1956,14821
Cass,1485,4335,2301,48,8169,204,506,724,17,1451,9620
Cedar,3140,4289,3929,86,11444,302,326,802,28,1458,12902
Cerro Gordo,8235,8026,9935,160,26356,1171,841,2824,43,4879,31235
Cherokee,1252,4006,1786,30,7074,219,324,702,8,1253,8327
Chickasaw,2123,2597,2435,35,7190,241,191,697,11,1140,8330
Clarke,1278,2213,1623,40,5154,220,220,548,12,1000,6154
Clay,1920,5224,2822,81,10047,296,542,948,18,1804,11851
Clayton,2921,3866,3712,74,10573,329,372,801,15,1517,12090
Clinton,8884,8877,9938,193,27892,1522,854,3359,65,5800,33692
Crawford,2010,3466,2676,55,8207,501,379,904,22,1806,10013
Dallas,18467,21900,21139,538,62044,1772,1958,4231,137,8098,70142
Davis,1317,2027,1113,20,4477,149,194,311,10,664,5141
Decatur,1077,1870,1215,21,4183,267,189,310,15,781,4964
Delaware,2353,4600,4006,52,11011,244,273,683,13,1213,12224
Des Moines,8706,6972,6748,181,22607,1726,897,2482,58,5163,27770
Dickinson,2564,6212,3643,88,12507,341,587,930,29,1887,14394
Dubuque,24254,18452,17332,497,60535,3359,2056,4629,148,10192,70727
Emmet,1479,1954,1977,36,5446,256,275,739,7,1277,6723
Fayette,3133,4222,3611,63,11029,402,339,822,23,1586,12615
Floyd,2535,2805,3701,58,9099,527,339,1147,19,2032,11131
Franklin,1155,2874,1646,34,5709,162,227,481,6,876,6585
Fremont,864,2468,881,30,4243,168,283,353,15,819,5062
Greene,1482,2401,1681,44,5608,192,238,509,8,947,6555
Grundy,1523,4095,2256,47,7921,165,301,582,6,1054,8975
Guthrie,1576,2983,2449,55,7063,211,274,663,7,1155,8218
Hamilton,2140,4123,2429,48,8740,278,342,774,14,1408,10148
Hancock,1355,3421,1984,37,6797,172,275,554,13,1014,7811
Hardin,2361,4724,2809,58,9952,390,484,907,18,1799,11751
Harrison,1891,4459,2131,76,8557,168,281,353,14,816,9373
Henry,2529,5047,3576,75,11227,550,649,1633,35,2867,14094
Howard,1476,1717,2248,29,5470,174,130,513,7,824,6294
Humboldt,1075,2788,1955,32,5850,128,229,434,8,799,6649
Ida,691,2254,1322,14,4281,107,182,369,6,664,4945
Iowa,2483,4559,3687,74,10803,295,354,868,24,1541,12344
Jackson,4457,3974,3973,51,12455,532,313,1341,9,2195,14650
Jasper,7266,8090,7283,162,22801,986,714,2034,25,3759,26560
Jefferson,3955,3303,2348,80,9686,607,310,750,26,1693,11379
Johnson,47439,16473,26075,790,90777,8509,3466,8470,312,20757,111534
Jones,3005,4420,4624,54,12103,315,345,1172,13,1845,13948
Keokuk,1413,2636,1761,33,5843,231,239,476,4,950,6793
Kossuth,2381,4451,3029,40,9901,215,311,728,14,1268,11169
Lee,7246,5520,5785,139,18690,1284,593,2290,58,4225,22915
Linn,54262,38512,44115,1467,138356,7400,4357,10546,427,22730,161086
Louisa,1464,2602,1926,31,6023,290,242,699,10,1241,7264
Lucas,1074,2433,1563,29,5099,164,240,458,8,870,5969
Lyon,702,5882,1028,17,7629,129,475,351,6,961,8590
Madison,2574,4638,3398,84,10694,301,411,709,19,1440,12134
Mahaska,2291,6759,3485,112,12647,419,625,1151,21,2216,14863
Marion,4796,10065,6269,156,21286,678,931,1552,27,3188,24474
Marshall,6912,7246,5994,143,20295,1157,804,2319,52,4332,24627
Mills,1813,5233,2278,105,9429,324,605,773,39,1741,11170
Mitchell,1563,2576,2192,43,6374,201,239,548,13,1001,7375
Monona,1349,2386,1552,37,5324,225,229,459,15,928,6252
Monroe,1159,1986,1392,25,4562,160,176,305,11,652,5214
Montgomery,1064,3403,1595,43,6105,197,415,645,12,1269,7374
Muscatine,7285,7990,7785,210,23270,1580,1054,2981,76,5691,28961
O'Brien,1101,5464,1734,55,8354,231,548,600,17,1396,9750
Osceola,417,2418,846,17,3698,74,203,284,4,565,4263
Page,1510,4967,2118,63,8658,301,522,818,16,1657,10315
Palo Alto,1634,2242,1671,25,5572,192,156,450,13,811,6383
Plymouth,2770,8529,4270,99,15668,432,798,1162,32,2424,18092
Pocahontas,749,2207,1284,29,4269,138,172,371,10,691,4960
Polk,119093,80249,80644,2907,282893,16969,8698,18855,798,45320,328213
Pottawattamie,14584,21377,14881,593,51435,3250,3188,5957,255,12650,64085
Poweshiek,3676,3784,4016,68,11544,1310,377,1202,19,2908,14452
Ringgold,504,1909,500,14,2927,79,127,152,2,360,3287
Sac,1089,3404,1708,21,6222,137,275,565,7,984,7206
Scott,35180,30813,36238,951,103182,8144,4755,14260,360,27519,130701
Shelby,1649,3821,2178,31,7679,200,323,456,18,997,8676
Sioux,1866,15333,3566,80,20845,299,1190,838,25,2352,23197
Story,20731,15493,18560,683,55467,4529,3210,6591,294,14624,70091
Tama,2829,3477,3525,74,9905,378,288,1032,9,1707,11612
Taylor,579,1990,925,28,3522,90,167,271,8,536,4058
Union,1456,3215,2301,46,7018,236,245,859,14,1354,8372
Van Buren,742,2339,1159,30,4270,128,216,382,7,733,5003
Wapello,6282,5783,5459,124,17648,1347,737,1954,42,4080,21728
Warren,10141,12924,10475,277,33817,1072,1119,2186,78,4455,38272
Washington,3218,5637,4308,102,13265,401,588,1180,42,2211,15476
Wayne,744,1604,1009,18,3375,106,151,219,3,479,3854
Webster,6407,7301,6472,162,20342,1301,943,2585,60,4889,25231
Winnebago,1571,2859,2304,43,6777,238,257,724,11,1230,8007
Winneshiek,4300,4527,4263,55,13145,689,336,964,25,2014,15159
Woodbury,15740,20603,14358,417,51118,3761,2774,6001,130,12666,63784
Worth,1255,1931,1688,25,4899,141,146,412,3,702,5601
Wright,1572,3274,2042,30,6918,256,304,565,12,1137,8055
Totals,"610,478","666,441","576,640","15,342","1,868,901","98,923","72,669","168,659","4,787","345,038","2,213,939"
