County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,871,2266,22,1595,4,4758,87,131,5,346,1,570,5328
Adams,466,1148,4,845,1,2464,42,67,0,196,0,305,2769
Allamakee,1925,4089,36,2449,6,8505,230,333,8,611,4,1186,9691
Appanoose,1688,3531,45,2262,13,7539,289,279,6,588,1,1163,8702
Audubon,867,1887,16,934,3,3707,74,141,3,222,1,441,4148
Benton,3745,6339,95,6232,21,16432,365,351,12,1204,7,1939,18371
Black Hawk,28334,21243,503,24019,139,74238,4311,1856,105,5542,50,11864,86102
Boone,4894,6447,117,5843,23,17324,467,446,23,1332,9,2277,19601
Bremer,3974,5747,69,6220,18,16028,432,364,11,1038,3,1848,17876
Buchanan,3275,4009,58,5017,7,12366,266,221,8,1093,4,1592,13958
Buena Vista,2513,4138,55,3038,21,9765,626,424,12,1062,5,2129,11894
Butler,1701,4631,48,2676,12,9068,152,266,7,618,1,1044,10112
Calhoun,1115,2829,37,1994,3,5978,118,163,5,381,3,670,6648
Carroll,3028,5245,80,4694,13,13060,337,375,14,930,4,1660,14720
Cass,1399,4495,37,2345,10,8286,166,396,12,607,3,1184,9470
Cedar,3081,4505,76,3921,18,11601,254,272,11,682,7,1226,12827
Cerro Gordo,8151,8741,122,9791,47,26852,937,681,25,2276,18,3937,30789
Cherokee,1167,4114,23,1817,6,7127,163,241,7,529,1,941,8068
Chickasaw,1987,2808,31,2408,6,7240,185,148,6,597,3,939,8179
Clarke,1251,2320,26,1648,11,5256,174,183,7,459,5,828,6084
Clay,1863,5423,68,2824,16,10194,246,413,14,747,2,1422,11616
Clayton,2811,4336,55,3690,18,10910,248,282,9,638,3,1180,12090
Clinton,8455,9419,136,10457,45,28512,1244,702,42,2701,17,4706,33218
Crawford,1981,3586,43,2743,10,8363,419,326,10,761,9,1525,9888
Dallas,18939,23029,456,22997,67,65488,1672,1687,96,3630,22,7107,72595
Davis,1158,2239,19,1134,5,4555,126,163,4,255,5,553,5108
Decatur,1015,1999,20,1191,7,4232,201,158,10,257,2,628,4860
Delaware,2287,4765,42,4113,10,11217,213,216,6,540,5,980,12197
Des Moines,8299,7399,155,7147,39,23039,1458,779,40,2125,11,4413,27452
Dickinson,2481,6518,84,3735,12,12830,273,475,14,739,5,1506,14336
Dubuque,23674,19067,418,18244,100,61503,2680,1559,99,3629,33,8000,69503
Emmet,1368,2134,31,2002,8,5543,203,194,5,580,0,982,6525
Fayette,2962,4466,42,3620,17,11107,323,283,15,688,7,1316,12423
Floyd,2440,3028,47,3648,10,9173,371,225,11,896,4,1507,10680
Franklin,1096,2948,30,1717,8,5799,133,199,4,423,1,760,6559
Fremont,823,2575,23,934,9,4364,126,224,6,258,3,617,4981
Greene,1413,2527,40,1701,11,5692,155,171,3,403,1,733,6425
Grundy,1483,4293,40,2383,8,8207,138,226,7,458,0,829,9036
Guthrie,1533,3359,49,2426,4,7371,159,206,4,487,0,856,8227
Hamilton,2074,4187,47,2585,10,8903,239,283,10,612,3,1147,10050
Hancock,1297,3630,27,1894,11,6859,144,230,5,470,5,854,7713
Hardin,2276,4947,47,2794,14,10078,308,381,12,762,2,1465,11543
Harrison,1756,4662,63,2149,13,8643,97,172,5,187,5,466,9109
Henry,2375,5193,68,3718,16,11370,356,416,23,1109,6,1910,13280
Howard,1425,1777,30,2302,2,5536,128,106,4,432,4,674,6210
Humboldt,1031,2891,30,2028,5,5985,95,185,5,363,2,650,6635
Ida,674,2287,8,1321,5,4295,81,156,3,319,0,559,4854
Iowa,2433,4746,57,3840,11,11087,242,265,17,719,6,1249,12336
Jackson,4137,4305,44,4147,13,12646,442,273,5,1145,2,1867,14513
Jasper,6969,8671,126,7530,25,23321,817,591,19,1697,8,3132,26453
Jefferson,3835,3496,62,2427,23,9843,547,288,12,670,11,1528,11371
Johnson,46980,16612,567,27931,188,92278,7373,2528,159,6644,59,16763,109041
Jones,2880,4784,58,4689,7,12418,257,277,9,992,4,1539,13957
Keokuk,1353,2791,22,1742,6,5914,186,194,3,402,1,786,6700
Kossuth,2236,4603,40,3064,5,9948,160,217,8,561,3,949,10897
Lee,6895,5866,125,6090,27,19003,991,510,32,1822,10,3365,22368
Linn,53698,39308,1165,46123,290,140584,6205,3452,247,8854,99,18857,159441
Louisa,1429,2676,24,2023,5,6157,248,199,7,618,2,1074,7231
Lucas,1028,2631,23,1597,5,5284,125,198,5,371,2,701,5985
Lyon,703,6013,11,1094,3,7824,107,371,4,292,1,775,8599
Madison,2486,4967,79,3486,12,11030,220,308,10,583,4,1125,12155
Mahaska,2188,7036,107,3347,9,12687,359,490,14,990,6,1859,14546
Marion,4606,10562,134,6508,26,21836,521,703,16,1235,8,2483,24319
Marshall,6610,7600,119,6192,26,20547,983,636,28,1899,16,3562,24109
Mills,1816,5445,107,2305,21,9694,266,531,25,689,7,1518,11212
Mitchell,1504,2747,29,2180,8,6468,140,169,8,410,3,730,7198
Monona,1308,2529,33,1543,7,5420,19,37,2,32,1,91,5511
Monroe,1051,2173,17,1428,2,4671,126,148,7,232,2,515,5186
Montgomery,1057,3427,40,1606,11,6141,168,355,7,562,5,1097,7238
Muscatine,7032,8314,153,8064,60,23623,1365,917,48,2540,19,4889,28512
O'Brien,1092,5576,44,1725,13,8450,186,414,15,511,1,1127,9577
Osceola,374,2475,10,828,4,3691,60,175,2,249,2,488,4179
Page,1437,5284,52,2117,12,8902,229,408,12,632,3,1284,10186
Palo Alto,1596,2324,16,1645,7,5588,151,128,7,367,2,655,6243
Plymouth,2677,8724,86,4450,19,15956,356,646,14,965,8,1989,17945
Pocahontas,747,2234,30,1274,8,4293,126,168,4,347,3,648,4941
Polk,120045,82937,2417,84917,527,290843,14077,6903,492,15594,166,37232,328075
Pottawattamie,14450,22414,506,15355,143,52868,2683,2591,159,5010,71,10514,63382
Poweshiek,3619,3908,64,4203,13,11807,971,316,11,956,3,2257,14064
Ringgold,495,1939,9,527,5,2975,60,101,2,120,0,283,3258
Sac,1000,3568,19,1763,7,6357,107,213,2,453,2,777,7134
Scott,34671,32274,742,37835,200,105722,6237,3493,212,11011,74,21027,126749
Shelby,1533,4116,35,2114,6,7804,139,235,9,332,4,719,8523
Sioux,1827,15611,59,3751,22,21270,244,848,19,725,4,1840,23110
Story,20507,15956,534,19566,141,56704,3997,2687,201,5592,43,12520,69224
Tama,2744,3774,50,3537,16,10121,294,226,7,802,0,1329,11450
Taylor,558,2035,25,924,5,3547,67,133,5,228,1,434,3981
Union,1425,3263,37,2380,6,7111,183,207,13,696,1,1100,8211
Van Buren,722,2302,23,1243,9,4299,92,186,2,317,2,599,4898
Wapello,5929,6192,97,5513,33,17764,1092,584,20,1636,16,3348,21112
Warren,10055,13824,252,11102,44,35277,873,914,58,1797,11,3653,38930
Washington,3058,6155,87,4218,17,13535,317,475,21,974,5,1792,15327
Wayne,653,1880,17,946,3,3499,81,108,2,164,1,356,3855
Webster,6073,7818,127,6618,35,20671,1023,725,33,2078,21,3880,24551
Winnebago,1503,3062,40,2273,3,6881,206,185,6,567,3,967,7848
Winneshiek,4274,4612,47,4357,12,13302,496,239,10,708,12,1465,14767
Woodbury,15343,21088,325,15444,106,52306,3191,2351,86,5160,31,10819,63125
Worth,1191,2051,22,1692,5,4961,99,107,4,319,0,529,5490
Wright,1493,3324,25,2108,4,6954,201,244,4,456,6,911,7865
Totals,"599,746","695,238","12,557","598,626","3,077","1,909,244","81,216","57,422","2,877","137,507","1,062","280,084","2,189,328"
