County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,919,2148,1578,23,4668,110,188,433,7,738,5406
Adams,496,1118,828,10,2452,46,68,253,0,367,2819
Allamakee,2000,3987,2308,38,8333,275,389,741,12,1417,9750
Appanoose,1767,3296,2264,55,7382,371,346,753,11,1481,8863
Audubon,903,1863,929,19,3714,90,169,282,2,543,4257
Benton,3889,6041,6042,122,16094,438,433,1420,28,2319,18413
Black Hawk,28658,20736,23290,613,73297,5086,2398,6641,197,14322,87619
Boone,5026,6204,5636,134,17000,568,597,1634,39,2838,19838
Bremer,4090,5406,6219,92,15807,512,411,1241,20,2184,17991
Buchanan,3415,3655,4940,56,12066,333,271,1322,14,1940,14006
Buena Vista,2543,3956,3012,72,9583,745,528,1262,19,2554,12137
Butler,1750,4509,2637,55,8951,177,333,733,11,1254,10205
Calhoun,1164,2718,1986,42,5910,150,212,484,14,860,6770
Carroll,3182,4948,4669,84,12883,396,444,1082,20,1942,14825
Cass,1481,4328,2318,48,8175,202,503,720,17,1442,9617
Cedar,3136,4288,3929,86,11439,302,326,801,28,1457,12896
Cerro Gordo,8239,8032,9957,161,26389,1169,840,2820,43,4872,31261
Cherokee,1248,3995,1796,30,7069,219,321,698,8,1246,8315
Chickasaw,2114,2592,2450,35,7191,240,190,691,11,1132,8323
Clarke,1278,2216,1626,40,5160,219,217,546,12,994,6154
Clay,1919,5227,2831,82,10059,294,538,946,18,1796,11855
Clayton,2924,3878,3721,76,10599,323,358,787,15,1483,12082
Clinton,8856,8875,9982,191,27904,1518,850,3344,64,5776,33680
Crawford,2011,3495,2704,53,8263,499,377,892,22,1790,10053
Dallas,18484,21923,21306,539,62252,1760,1956,4207,136,8059,70311
Davis,1318,2030,1130,20,4498,148,191,305,10,654,5152
Decatur,1072,1873,1218,21,4184,267,187,310,15,779,4963
Delaware,2346,4598,4025,52,11021,244,274,675,13,1206,12227
Des Moines,8699,6975,6781,181,22636,1714,895,2468,58,5135,27771
Dickinson,2562,6229,3659,88,12538,337,581,928,29,1875,14413
Dubuque,24214,18446,17438,497,60595,3350,2049,4619,147,10165,70760
Emmet,1478,1953,1980,36,5447,255,273,733,7,1268,6715
Fayette,3124,4216,3619,62,11021,400,337,814,23,1574,12595
Floyd,2531,2807,3715,58,9111,519,333,1132,19,2003,11114
Franklin,1146,2864,1647,33,5690,160,227,480,6,873,6563
Fremont,864,2469,882,30,4245,167,282,353,15,817,5062
Greene,1478,2407,1684,46,5615,190,236,510,8,944,6559
Grundy,1512,4124,2325,49,8010,161,291,565,6,1023,9033
Guthrie,1580,2987,2474,55,7096,206,267,654,6,1133,8229
Hamilton,2137,4117,2450,49,8753,278,337,771,14,1400,10153
Hancock,1351,3421,1985,37,6794,171,274,553,13,1011,7805
Hardin,2363,4735,2817,60,9975,386,472,898,17,1773,11748
Harrison,1890,4451,2131,76,8548,166,277,353,14,810,9358
Henry,2521,5044,3607,77,11249,549,648,1627,35,2859,14108
Howard,1475,1727,2259,29,5490,174,129,511,7,821,6311
Humboldt,1077,2784,1965,31,5857,127,226,432,8,793,6650
Ida,690,2248,1325,14,4277,105,181,362,6,654,4931
Iowa,2481,4565,3711,75,10832,293,347,857,23,1520,12352
Jackson,4445,3985,4019,50,12499,526,311,1336,9,2182,14681
Jasper,7253,8109,7304,159,22825,981,710,2022,25,3738,26563
Jefferson,3956,3307,2374,80,9717,600,306,743,26,1675,11392
Johnson,47374,16484,26280,795,90933,8486,3459,8449,310,20704,111637
Jones,2998,4424,4638,55,12115,313,344,1166,13,1836,13951
Keokuk,1409,2640,1768,33,5850,229,235,476,4,944,6794
Kossuth,2375,4454,3033,40,9902,214,307,727,14,1262,11164
Lee,7234,5533,5831,140,18738,1267,583,2274,58,4182,22920
Linn,54216,38504,44364,1473,138557,7360,4332,10496,427,22615,161172
Louisa,1463,2611,1943,31,6048,286,231,686,9,1212,7260
Lucas,1073,2446,1576,29,5124,161,233,446,8,848,5972
Lyon,703,5889,1029,18,7639,129,471,349,6,955,8594
Madison,2575,4653,3429,83,10740,292,405,695,19,1411,12151
Mahaska,2280,6759,3495,113,12647,417,626,1148,21,2212,14859
Marion,4791,10082,6304,156,21333,673,915,1535,27,3150,24483
Marshall,6907,7234,6025,145,20311,1156,801,2313,52,4322,24633
Mills,1809,5246,2291,104,9450,322,602,767,39,1730,11180
Mitchell,1561,2579,2201,43,6384,198,239,542,13,992,7376
Monona,1347,2383,1558,37,5325,224,229,459,15,927,6252
Monroe,1155,1979,1399,25,4558,160,174,303,11,648,5206
Montgomery,1063,3403,1609,43,6118,195,412,642,12,1261,7379
Muscatine,7282,7993,7812,214,23301,1577,1045,2976,75,5673,28974
O'Brien,1103,5462,1741,55,8361,229,545,600,17,1391,9752
Osceola,418,2416,853,17,3704,73,200,282,4,559,4263
Page,1511,4976,2124,64,8675,299,522,815,16,1652,10327
Palo Alto,1629,2234,1668,25,5556,192,156,450,13,811,6367
Plymouth,2775,8541,4286,99,15701,426,795,1151,32,2404,18105
Pocahontas,748,2206,1288,29,4271,137,169,369,10,685,4956
Polk,118964,80246,81192,2902,283304,16896,8656,18752,794,45098,328402
Pottawattamie,14591,21393,14980,601,51565,3226,3179,5938,254,12597,64162
Poweshiek,3688,3779,4038,68,11573,1293,373,1186,19,2871,14444
Ringgold,503,1906,498,14,2921,79,127,152,2,360,3281
Sac,1087,3415,1744,22,6268,137,276,560,7,980,7248
Scott,35147,30765,36444,961,103317,8127,4738,14222,358,27445,130762
Shelby,1644,3822,2193,31,7690,198,315,448,18,979,8669
Sioux,1862,15359,3584,81,20886,298,1189,838,25,2350,23236
Story,20722,15483,18635,688,55528,4527,3193,6587,293,14600,70128
Tama,2822,3470,3532,74,9898,378,288,1027,9,1702,11600
Taylor,579,1991,927,28,3525,89,167,271,8,535,4060
Union,1449,3214,2317,46,7026,235,245,857,14,1351,8377
Van Buren,739,2331,1177,30,4277,126,215,377,7,725,5002
Wapello,6282,5783,5475,124,17664,1328,731,1947,41,4047,21711
Warren,10175,12977,10579,283,34014,1054,1105,2141,77,4377,38391
Washington,3228,5651,4338,104,13321,394,582,1164,42,2182,15503
Wayne,745,1605,1014,18,3382,104,148,215,3,470,3852
Webster,6392,7311,6503,161,20367,1296,934,2575,61,4866,25233
Winnebago,1571,2863,2316,43,6793,236,257,722,11,1226,8019
Winneshiek,4294,4520,4275,55,13144,689,334,961,25,2009,15153
Woodbury,15719,20605,14478,419,51221,3749,2759,5980,130,12618,63839
Worth,1253,1924,1696,25,4898,140,146,410,3,699,5597
Wright,1570,3274,2075,31,6950,258,306,562,12,1138,8088
Totals,"609,880","666,723","580,037","15,396","1,872,036","98,388","72,197","167,752","4,765","343,102","2,215,138"
